audio_id,start_sec,end_sec,duration_sec,speaker,text,n_chars,n_words
QXxxl8ckqDY,247.28,317.64,70.35999999999999,SPEAKER_01,"A mí lo que menos me ha gustado ha sido el encaje de Víctor Guioqueres. Valoro su insistencia, su entrega, su fortaleza para aguantar esos choques con los centrales, aguantar el balón, pero en lo que temía que se me iba a quedar corto, efectivamente se me está quedando corto, incluso más de lo que yo pensaba que es en todas esas acciones técnicas, en los apoyos, a la hora de incluso encarar y pedirles ser un poco más autosuficiente con el balón. El Arsenal te exige mucho con la pelota y Víctor Guioqueres se me está quedando corto. Son tres goles en este inicio de temporada concentrados en dos partidos. Creo que el Arsenal necesita más un jugador que marque en… bueno, es una barbaridad, marcar en 20 jornadas es una barbaridad. Pero 15 goles en 15 partidos. Ya me entendéis, 15 goles en 15 partidos que 20 repartidos de otra manera. Si marca 20 no me oiréis criticar esas cifras, pero por ahora se me está quedando corto, más que en el aspecto goleador, que tampoco está siendo brillante, sobre todo a la hora de ser un delantero verdaderamente útil para el Arsenal. Por ahora es lo que no me está gustando. Vamos con el Liverpool, segundo clasificado. Pablo, ¿qué es lo que te ha gustado de Liverpool?",1210,220
QXxxl8ckqDY,317.64,360.2,42.56,SPEAKER_00,"Hugo Echitique. Me esperaba una adaptación mucho peor del futbolista francés, por lo que se hablaba de su estilo de juego en la Bundesliga y por venir de la Liga Alemana, que ya sabemos que es una Liga… hay un ejemplo con Florian Wiesbaden bastante claro, en el que muchas veces no es fácil pasar de la Bundes a la Premier porque los ritmos son muy diferentes. Tres goles en Liga, otro en Copa de la Liga, otro en la Community Seal… entonces su juego fuera del área me está encantando y esperaba que me iba a encantar, porque es un futbolista que se combina muy bien con sus compañeros, pero yo esperaba que no iba a ser un goleador. Y Eva, tres goles en Liga, cinco en toda la temporada y parece que ya no es una locura pensar que se puede ir a los 20 goles entre todas las competiciones. Así que me quedo con Hugo Echitique.",826,159
QXxxl8ckqDY,360.2,365.72,5.520000000000039,SPEAKER_01,"Chozas, tú como eres el primero a elegir no has elegido a Echitique. ¿Qué has elegido?",86,16
QXxxl8ckqDY,365.72,388.36,22.639999999999986,SPEAKER_00,"He elegido a Dominic Sobole. Para mí, en una temporada que parecía muy difícil para él por todo lo que había llegado arriba y que podía perder el sitio, se ha hecho más imprescindible que nunca. Uno, por todo lo que trabaja sin balón, que eso lo ha perdido en otras posiciones en Liverpool, y sobre todo por la versatilidad. Le estamos viendo jugar por dentro, le estamos viendo del lateral derecho… me parece que está siendo una de las grandes claves de Liverpool.",465,84
QXxxl8ckqDY,388.36,444.56,56.19999999999999,SPEAKER_01,"Yo me he quedado con algo tan simple como los resultados. Me parece que a cualquier equipo le gustaría que sin encontrar su mejor nivel de juego, habiendo ganado muchos partidos sin extremis y ahora teniendo un parón de selecciones para intentar resetear, a cualquiera le gustaría tener 15 puntos y estar a uno solo del líder. Y también estar en una posición normal en Champions League. Creo que tiene una muy buena base de puntos, un colchón sobre el que ahora otra vez rebotar el que no deja de ser el campeón de Inglaterra. Es algo simple, pero creo que hay que valorarlo como tal y no coincido en cuanto a cierta histeria que percibo en algunos sectores de la afición de Liverpool con lo que está pasando. Calma, puede estar justificada si luego el equipo se acaba cayendo, pero lo que voy con esto es que el equipo no se ha desmoronado. Calma porque el equipo está ahora mismo en una posición envidiable para seguir construyendo este proyecto de esta temporada. En cuanto a lo malo, Chozas, ¿qué es lo que menos te ha gustado?",1031,187
QXxxl8ckqDY,444.56,469.64,25.079999999999984,SPEAKER_00,"La pérdida de equilibrio clarísima que ha tenido el equipo. Creo que hay varias causas, creo que está el bajón de McAllister y de Conaté como una de las principales. La llegada de Kerkes me parece que ha desequilibrado mucho por banda izquierda, está teniendo muchísimos problemas. Y luego Grabenbeets, que le estamos viendo pisar zonas mucho más altas e irse intercambiando con McAllister y con Sobozlay. Creo que todo eso está haciendo que el equipo se parta mucho y están sufriendo muchísimo a la espalda.",508,86
QXxxl8ckqDY,469.64,476.68,7.0400000000000205,SPEAKER_01,"Mi colega Chozas, que claro, como es el primer a elegir, habla de un problema completamente estructural y no me gusta nada. A ver qué le dice a nosotros.",153,29
QXxxl8ckqDY,476.68,527.6,50.920000000000016,SPEAKER_00,"No me ha gustado el Liverpool. De hecho, lo que a mí no me ha gustado es una de las cosas que ya ha mencionado aquí nuestro compañero Jack, que es concretamente Conaté. El francés venía de hacer la mejor temporada que le hemos visto en la Premier League y está jugando realmente mal. Su nivel medio en todos los partidos no está siendo bueno, pero es que además le recuerdo exhibiciones en el mal sentido contra el Galatasaray y contra el Crystal Palace en partidos en los que sufrió mucho en los duelos contra Nossimé y en los duelos con Mateta y que además tenía fallos impropios de él, ya sea la hora de la salida de balón, de dar pases pocos tensos a Allison, de fallar en los despejes que hay en las luchas que tenía que hacer con Mateta. Viene de tener un nivel, el año pasado, de ser uno de los mejores centredes de la Premier League y ahora mismo si el Liverpool hubiera fichado a Markehi, el titular estaría siendo Markehi.",932,176
QXxxl8ckqDY,527.6,586.0,58.39999999999998,SPEAKER_01,"A mí me decís que tranquilo, a ti te ha quedado decir Virts y tal. Como no solo quería decir Virts, para mí lo que más me preocupa es lo que está pasando en las bandas porque me fijo en las bandas en todas las alturas y nada me está gustando. Es decir, Mohamed Salah está ahora mismo en un valle de rendimiento muy pronunciado y que va mucho más allá de sus cifras goleadoras. Si miro atrás no hay un lateral derecho definido, Bradley no está bien, Freenpong tampoco está contando como titularísimo y Soboslay está siendo la solución fuera de posición. Luego voy a la izquierda a esa misma altura, Kerkes no me está gustando, me están pareciendo incluso malos un inicio de temporada y voy arriba y lo que encuentro es un equipo que está echando en falta Luis Díaz porque Florian Virts cuando se ha aprobado por esa zona hace muy estrecho al equipo, ya os lo he contado alguna vez que no me gusta como está orientando el equipo Florian Virts cuando juega por esa zona, que me está decepcionando desde luego Virts, pero es que con Codegaapo tampoco está siendo brillante. Así que yo me quedo con esos costados para un equipo que tradicionalmente por ambas bandas siempre ha hecho mucho daño a los rivales.",1203,221
QXxxl8ckqDY,586.0,593.36,7.360000000000014,SPEAKER_00,"Imaginad si le acabamos de meter esta tunda a segundo clasificado imagina que hacemos algún escam la que le va a caer. No, no me parece bien.",141,27
QXxxl8ckqDY,593.36,600.12,6.759999999999991,SPEAKER_01,"Oye no, pero qué tunda quiero decir. Cuando dices la cosa que no te ha gustado pues bien te entiendes que decías algo malo.",123,24
QXxxl8ckqDY,600.12,605.88,5.759999999999991,SPEAKER_00,"No digo tú, digo todos porque tú has sido todo el equipo, yo un central y tú todas las bandas.",94,20
QXxxl8ckqDY,605.88,616.56,10.67999999999995,SPEAKER_01,"Pero es que de esto va el vídeo. 15 puntos, insisto, por eso también destacaba lo positivo. Vamos con el Tondam Hotspur, el tercer clasificado. Chozas, ¿qué es lo que más te ha gustado del Tondam?",196,36
QXxxl8ckqDY,616.56,682.56,66.0,SPEAKER_00,"Yo quiero destacar la confianza, que me parece que es una de las cosas que más ha recuperado Thomas Frank. La confianza, tranquilidad, lo que se busca. Es una de las cosas que más ha recuperado Thomas Frank. El año pasado con Posteco Glú veíamos un equipo fragilísimo que a la mínima que recibía un golpe se caía muy fácil, se iban de los partidos, ya vimos todas las derrotas que tuvieron y este año ya han empatado tres partidos, dos de ellos que perdían 2-0 y creo que perdían 1-0 y además el otro día contra el IZ en un mal partido les empatan, parecía que podían perder y terminan ganando. Me parece que es una de las cosas que ha recuperado Thomas Frank. Tú Pablo. Yo me quedo con Mohamed Koudous, es un futbolista que mejora mucho lo que tenía el Tottenham en banda derecha, ya sea con Brennan Johnson en esa banda o con Kulusevski, que además aporta mucha la creatividad que ahora están echando en falta con la baja de James Madison. No digo que el Tottenham es un equipo creativo, pero después de Madison, si no llegas a fichar a Koudous, debería ser un auténtico drama y creo que le estamos viendo ya en un equipo que sí que le puede potenciar y que se termine convirtiendo en la gran estrella que yo creo que puede ser Mohamed Koudous. Además lleva ya cuatro asistencias, máximo asistente de la Premier League, así que me está encantando Mohamed Koudous.",1365,252
QXxxl8ckqDY,682.56,777.78,95.22000000000003,SPEAKER_01,"Yo me he quedado con el lateral izquierdo, me parece que hay una sanísima competición ahora mismo entre Destiny Udoyi y Jet Spence, pocos equipos se me ocurren que tengan a dos jugadores para una misma demarcación en este estado de forma e incluso me planteo si hay partidos en los que Udoyi y Spence pueden compartir campo y que sea Pedro Porrón que caiga al banquillo. ¿Qué pasa? ¿Cuándo ha sucedido eso? Fue contra los Wolverhampton Wanderers y empataron de milagro. Pero ahora mismo le hace mucho bien al Tottenham Hotspur tener otra vez a un Destiny Udoyi que vuelvo a ver a un nivel cercano al mejor Destiny Udoyi y por supuesto Jet Spence, que es un superviviente en el Tottenham Hotspur en cuanto a tener que reinventarse, cambiarse de banda y que siga haciéndolo bien y siga siendo internacional con Inglaterra. Así que me quedo, me creo que quedo en el rendimiento de los dos en ese lateral izquierdo. En cuanto a lo malo, yo por mi parte le cedo a Matistel. Es un chaval muy joven, es un chaval que todavía le queda muchísimo camino, a veces se nos puede olvidar que apenas tiene 20 años. Es muy joven, pero no solo me sigo sin convencer en general, sino que tengo el mismo nivel de miedo de que el Tottenham quizá es un lugar que no es para él, porque no me gusta en punta. Creo que no es un jugador para ocupar ese puesto en el sistema de Tottenham Hotspur y hay veces que cuando lo veo jugar ya no es cuestión de su nivel individual, sino que el miedo que me da es que a lo mejor los experts no son el lugar para que tú sueltes todo el potencial que es evidente que tienes. Así que bueno, al menos le vino bien ese gol contra el Leeds, pero me sigue costando verlo, ver la relación entre Tetell y el Tottenham. ¿Qué me dices?",1739,330
QXxxl8ckqDY,777.78,812.42,34.639999999999986,SPEAKER_00,"Yo me quedo con la desaparición del equipo de Archie Gray, un poco parecido a lo que decías tú antes con el Arsenal con Luis Esquiel y con Nuaneri. Archie Gray quitando los 71 minutos que jugó contra el Barley en la primera jornada, solo ha jugado un minuto en Liga. Y me sorprende, porque además es el punto de choza, sino que hace spoiler, pero el centro del campo del Tottenham no me está encantando. Pallín y Aventancourt tienen cosas buenas, me parece que te dan cierto equilibrio defensivo, pero a ese centro del campo le falta salir a balón que tampoco te la puede dar bérbar. Así que creo que Archie Gray podría entrar ahí en varios partidos y darle algo al Tottenham que ahora mismo no tiene.",701,130
QXxxl8ckqDY,812.42,814.94,2.5200000000000955,SPEAKER_01,"Chozas, ¿qué es lo que no te gusta del Tottenham? ¿La confianza?",64,12
QXxxl8ckqDY,814.94,845.9,30.959999999999923,SPEAKER_00,"No, el centro del campo. Lo acaba de decir Pablo, el Pallín y Aventancourt es obvio que no está funcionando, les falta mucha creatividad. Yo sí que me creo un verbal bajando un poco más a la base de la jugada, también obviamente me creo a Archie Gray y a Xavi Simons por dentro. Creo que también tiene que encontrar un acomodo en banda izquierda, no sé si con Brennan Johnson, no lo sé. Pero no me termina de llenar, pero yo creo que es lo que más le está fallando al Tottenham.",478,93
QXxxl8ckqDY,845.9,867.82,21.920000000000073,SPEAKER_01,"Yo una cosa en la que discrepo un poco con vosotros es que creo que en la fase actual del proyecto de Tomás Frank, Pallín ya nos guste o no, es fundamental. No se puede vivir sin él. Pero no me gusta demasiado ver al equipo, porque en cuanto a que no es brillante, yo entiendo que en esta fase el equipo hasta cierto punto incluso tiene que ser así.",349,70
QXxxl8ckqDY,867.82,870.1,2.2799999999999727,SPEAKER_00,Permíteme un poquito de Archie Gray.,36,6
QXxxl8ckqDY,870.1,882.98,12.879999999999995,SPEAKER_01,"Un minutito es un día. Tampoco creo que Archie Gray sea ese jugador para lo que necesita. Pero mejor toque tiene. Honestamente. Vamos con el Bournemouth, cuarto clasificado. Fíjate que arriba está el equipo de Andoni Rahola. ¿Qué es lo que más te ha gustado del Bournemouth, Pablo?",281,48
QXxxl8ckqDY,882.98,917.98,35.0,SPEAKER_00,"Pues bueno, lo que está en la foto. De hecho me ha gustado tanto que Chozas lo había puesto y le he dicho, ya que me tiene que adaptar yo en todo el vídeo a lo que tú has puesto. Aquí mantengo yo a Antoine Semenio. Seis goles y tres asistencias del futbolista de los Cherries. Solo Haaland ha marcado más que él y solo Koudou Siglilis han dado más asistencias. Ese segundo jugador de la Premier League en goles generados. Y siendo un futbolista que eres del 2000, si no me equivoco, estamos viendo su confirmación como una estrella de la Premier League. Ya nos había gustado mucho la temporada pasada, pero el Bournemouth fue fuerte, decidió no venderlo este verano al Tottenham que lo quería y Semenio está respondiendo, dando el salto",736,134
QXxxl8ckqDY,918.94,925.46,6.519999999999982,SPEAKER_00,"que le hacía falta para que ya por desgracia en 2026, me parezca imposible que Antoine Semenio se quede en Bournemouth.",119,21
QXxxl8ckqDY,925.46,930.94,5.480000000000018,SPEAKER_01,Este es de los más fáciles estos clubes porque nos gustan muchas cosas y no nos gustan pocas. ¿Qué es lo que te ha gustado?,123,25
QXxxl8ckqDY,930.94,958.74,27.799999999999955,SPEAKER_00,"Bueno, pues Andoni D'Aola. Es que no tengo... En un verano en el que ha perdido a su portero titular, a su central, y a su lateral izquierdo titular, pues se ha vuelto a reinventar. La pareja de centrales está funcionando muy bien. Truffer me está gustando bastante como está supliendo a Querques y todo al final termina siendo Mérito y D'Aola, que ha hecho el mejor inicio de la historia del Bournemouth y sigue siendo el equipo más divertido.",444,80
QXxxl8ckqDY,958.74,965.06,6.319999999999936,SPEAKER_01,"Vale Chozas, al menos si eliges primero intenta no mencionar a toda la plantilla porque entonces claro los demás...",115,19
QXxxl8ckqDY,965.06,967.06,2.0,SPEAKER_00,"¿A ti qué te ha gustado? James Hill, ¿verdad?",45,9
QXxxl8ckqDY,967.06,1032.86,65.79999999999995,SPEAKER_01,"A mí me ha encantado, del Bournemouth, el lado izquierdo de su defensa, pero tranquilos, que os lo he explicado Chozas. Senesi ha vuelto un nivel impresionante a la titularidad. Me está pareciendo de los mejores centrales de toda la Premier League, con y sin balón, pero se habla muy poco del nivel de Truffer. Y Truffer es un jugador que, aunque pase por debajo del radar, de verdad que está portando exactamente lo que necesitaba el Bournemouth en esa banda, tanto técnicamente con el balón como a la hora de hacer muy larga esa banda. Me está sorprendiendo mucho, además, que no creo que se hable demasiado del nivel de Truffer y de verdad que es otro acierto de los que marcan la política del Bournemouth como uno de las mejores direcciones deportivas del país. En cuanto a lo malo, este creo que no lo habéis metido ninguno, pero no creo que no. No ha jugado mucho Milosajewicz, que es muy difícil su nombre. Mi amigo Milosajewicz. Contra el Brighton estuvo impresionante. Entiendo que Diakite está jugando bien. Sospecho que Diakite no va a llegar al nivel de lo que han sido Haussen y Zabarny, pero está jugando bien. Ahora, como no hay mucho en lo que elegir, a mí en cuanto a lo malo me gustaría ver más a Milosajewicz porque creo que le puede disputar el puesto a Diakite.",1282,232
QXxxl8ckqDY,1032.86,1098.88,66.02000000000021,SPEAKER_00,"Yo con lo malo, si tú te quedas con lo bueno con el lateral izquierdo, yo me quedo en la parte negativa con el lateral derecho, sobre todo con esa falta de claridad por ver quién es el lateral derecho del Bournemouth. Ha jugado tres partidos a Danny Smith, el capitán, ha jugado dos partidos también por ahí James Hill y los otros dos los ha jugado Alex Jiménez. No solo me preocupa que es la posición más floja del equipo, que eso se puede ver bien en la plantilla, sino que ninguno de los tres en la rotación me encanta. Al que le tengo más fe es Alex Jiménez, pero me da miedo que termine la temporada y que digamos quién es el lateral derecho titular del Bournemouth y que no tengamos claro una respuesta, no porque los tres están riendo muy bien, sino porque ninguno de los tres nos acabe de encajar. Y a mí las suplencias de Ryan Christie y de Justin Kluivert. Entiendo el tema físico de Christie, pero no puede ser tan suplente el jugador que mejor entiende la presión de Ira Ola y tampoco creo que Tavernier esté dando todas las razones del mundo para sentar a Kluivert, que en la temporada pasada fue uno de los mejores jugadores arriba del Bournemouth. Y que el otro día salió, marcó un golazo, cuando sale está ensufado, entonces no me",1246,234
QXxxl8ckqDY,1098.88,1117.12,18.23999999999978,SPEAKER_01,"entiendo. Tenéis unas ganas de sentar los dos a Alex Scott que vamos a acabar en este platillo. No de sentarlo ahí, pero de ver a Ryan Christie. No, no, no, sois lo que sois, no os que tinos que queréis sentar a Alex Scott. Espero que se mantenga Alex Scott en el Bournemouth. Vamos a ver con el Manchester City, quinto clasificado. Lo que más nos ha gustado del City, Chozas.",376,72
QXxxl8ckqDY,1117.12,1135.72,18.600000000000136,SPEAKER_00,"Oscar Bob, aquí sí que no tengo ninguna duda y mira que hay muchas cosas que me están gustando del City, pero esta viene de una temporada dificilísima con aquella lesión que parecía que iba a ser la temporada de su confirmación en el once del City, tuvo una lesión y no se ha notado. Me parece que está en un nivel de forma y de finura espectacular.",349,68
QXxxl8ckqDY,1135.72,1143.04,7.319999999999936,SPEAKER_01,"Yo por cuando tenga que decir las cosas, también os la digo, yo jamás habría dicho como lo que más me ha gustado del City, Oscar Bob.",133,27
QXxxl8ckqDY,1143.04,1167.16,24.12000000000012,SPEAKER_00,"Yo tampoco. Un jugador que me gusta. Pero es que estamos sentados en la mesa con el mayor Oscar Bobista del mundo. Pero desde la pretemporada del año pasado tú dijiste Oscar Bob me encanta. A mí me encanta, pero partiendo de la base de que no quería en todas poner por ser yo el primero lo típico. Ya os adelanto que en el Everton no he puesto a Grillis, pero porque no quería ser lo típico.",391,77
QXxxl8ckqDY,1167.16,1171.8,4.639999999999873,SPEAKER_01,"Pero quiero decir, incluso queriendo dejar a los demás no habría puesto a Oscar Bob.",84,15
QXxxl8ckqDY,1172.56,1181.12,8.559999999999945,SPEAKER_01,"Es una noticia que me está gustando mucho. Me alegro porque es un jugador que me gusta, pero todavía le queda.",110,21
QXxxl8ckqDY,1181.12,1200.72,19.600000000000136,SPEAKER_00,"Todavía le queda para llegar al nivel de Jeremy Doku, que es la noticia positiva con la que me quedo yo. Ya sabéis que me encanta Doku y sobre todo creo que está demostrando que ya no puede ser tan solo ese jugador que en un mal City te resuelve el partido, sino que en un buen City puede ser ese elemento anárquico que llegaba a ser muchas veces Riyad Marez hace años.",369,73
QXxxl8ckqDY,1201.64,1221.24,19.59999999999991,SPEAKER_00,"Creo que se está acercando a ese verso libre que le gusta tener a Guardiola y que en un Manchester City también Jeremy Doku puede ser importante. Ya lleva tres asistencias, segundo máximo asistente de la competición. Así que me está encantando la mejora de todas las decisiones de Doku y sobre todo que le empiezo a ver como un futbolista titular e importante en un Gran City.",376,68
QXxxl8ckqDY,1221.24,1242.96,21.720000000000027,SPEAKER_01,"Voy a aprovechar para deciros las dos mías a la vez porque empiezo por lo que no me ha gustado. Y es que lo que no me ha gustado es la dependencia de Jeremy Doku. Creo que en un grandísimo Manchester City Jeremy Doku no habría sido titular. En los mejores Manchester City que hemos visto en estos años en la era Guardiola, Jeremy Doku para mí no tendría hueco.",360,70
QXxxl8ckqDY,1242.96,1243.96,1.0,SPEAKER_00,De momento no.,14,3
QXxxl8ckqDY,1243.96,1303.6,59.63999999999987,SPEAKER_01,"Y me preocupa la dependencia que hay en él respecto a las soluciones que pueden aportar Sabiño, que no me parece que las aporte, Rayan Cherki es verdad que ha estado lesionado pero ha jugado muy poquito y hay partidos en los que me parece capaz de haberse percibido y Oscar Bob, aunque me gusta, todavía tiene que demostrarme mucho para ser un desatascado del equipo. Ha soñado que Bernardo sirva como extremo. Tampoco me convencé demasiado de que a Foden hay que relacionarlo más con el juego por dentro que por fuera. Me parece que es un equipo muy dependiente de lo que invente Jeremy Doku y Jeremy Doku pues no creo que ahora mismo tenga un estatus de estrella que te va a llevar a ganar la Premier League. Ahora mismo. En cuanto a lo bueno. A mí me ha gustado mucho no el dominio de las áreas sino de las porterías. Se creó acotarlo a las porterías. Ahora mismo el Manchester City tiene un cañón en ataque. Erling Haaland, suscrito a la media inglesa, le molestó que aquí se dijera que el mejor 9 de los dos últimos años en la Premier League había sido Alexander Issa que ha dicho pues espérame 9 goles y una asistencia en 7 jornadas.",1139,213
QXxxl8ckqDY,1303.6,1306.56,2.9600000000000364,SPEAKER_00,"No sé, vio una foto de sus huevos diciendo, el mejor delantero son estos.",73,14
QXxxl8ckqDY,1306.56,1333.52,26.960000000000036,SPEAKER_01,"Huevos noruegos. Va más allá de las cifras. Lo estoy viendo muy fino, técnica y físicamente. Está mejorando en situaciones donde no es tan brillante, en apoyos, en juego de espaldas. Me está gustando mucho la temporada por ahora de Haaland y añado eso también que Donnarumma me está gustando como parador y como portero que da seguridad por arriba. No arriesga demasiado en la salida de balón pero tampoco rifa balones a lo Nick Pope. Y el rendimiento de Donnarumma me está pareciendo notable y alto. Ahora lo que no os está gustando.",534,94
QXxxl8ckqDY,1333.52,1404.16,70.6400000000001,SPEAKER_00,"Le he dado la vuelta pero así relacionado a lo de Donnarumma. A mí el tema del lateral derecho como pasaba en el Bournemouth me parece negligente no haber solucionado ese problema en verano. Yo entiendo que no se haya fichado alguien ahí y lo único que me está medio convenciendo en esa zona es desplazar a Hussano pero que encima su físico no le permite tener tanta continuidad de momento. Entonces a mí me parece el mayor desastre del city. Yo comparto que lo peor es el lateral derecho pero como ya lo habías puesto me quedo con que sigue siendo un equipo al que le cuesta horrores cerrar partidos. Y ya está perdiendo puntos por culpa de eso. Lo vimos en la remontada ante el Brighton que iban ganando 0-1 y terminaban perdiendo 2-1. Lo vimos contra el Arsenal aunque Guardiola lo intentó todo cerrando al equipo metiendo a 77 centrales aún así en el último minuto. Martinelli empató el partido y lo hemos estado cerca de ver en la victoria 0-1 contra el Brentford. Un partido que en la primera parte del city podría haber seguido 0-2, 0-3, se va 0-1 y el minuto 46 de la segunda parte tiene en una ocasión Igor Thiago mano a mano claro que llega a controlar bien y podría haber sido gol. Entonces sigo viendo que es un equipo un poco mandíbula de cristal. Que a nada que no le sale todo bien ya no cerra el partido.",1320,248
QXxxl8ckqDY,1404.16,1411.2,7.039999999999964,SPEAKER_01,"Vamos ahora al Crystal Palace, el sexto clasificado. ¿Qué es lo que más os ha gustado de los Eagles Pablo?",106,20
QXxxl8ckqDY,1411.2,1445.62,34.419999999999845,SPEAKER_00,"Para mí la adaptación que han tenido a pesar de perder a ese no se ha notado su ausencia. Es una barbaridad lo que estamos diciendo. Brecci es uno de los mejores jugadores de la liga. El Crystal Palace ha perdido a Brecci ese y tú no notas que es un equipo menos brillante. Evidentemente notas que falta un auténtico jugón que de momento no lo es ni Jeremy Pino ni Ismael Hazard. Pero con el buen nivel que he dado Pino y con el paso hacia adelante que ha dado Ismael Hazard, no notas muchísimo que es un equipo que acaba de perder a su estrella en 30 gol 29 de agosto. Así que la adaptación a la pérdida de ese, al igual que me pasó con Olise, es lo que más me ha gustado.",673,136
